Variable;ADF;p_valor;rezagos;N;critico_1%;critico_5%;critico_10%
residuos_modelo_niveles;-2,3631085352596717;0,15242054372581348;0;191;-3,465058702600837;-2,8767942675230356;-2,5749014492475535
